CustomerID,Name,State,Education,Gender,Age,Married,NumPets,JoinDate,TransactionDate,MonthlySpend,DaysSinceLastInteraction,CustomerSegment
CUST10566,Renee Reed,Florida,Associate,Female,54,No,1,9/18/23,1/13/24,466.27,565,High
CUST10010,Joseph Reed,Florida,High School,Female,29,No,0,9/1/20,1/9/22,283.26,1299,Medium
CUST10381,Jeffrey Cook,Arizona,Master,Female,21,No,1,6/16/21,5/14/23,247.67,809,Medium
CUST10975,Max Carson,Ohio,Master,Male,34,No,0,3/10/21,5/24/21,486.91,1529,High
CUST10083,Marc Olson,Florida,Associate,Non-Binary,73,No,2,11/17/22,3/7/23,136.01,877,Low
CUST10596,Gary James,Georgia,Associate,Non-Binary,39,Yes,1,3/12/24,5/8/24,809.56,449,High
CUST10412,James Gonzalez,California,PhD,Male,33,No,0,5/6/24,7/15/24,160.61,381,Low
CUST10090,Cameron Bowen,Arizona,Master,Female,32,No,2,10/29/22,1/17/25,66.75,195,Low
CUST10220,Elizabeth Monroe,Illinois,PhD,Female,61,Yes,3,4/26/23,10/5/24,187.32,299,Low
CUST10405,Kimberly Quinn,Arizona,Bachelor,Male,25,Yes,0,4/13/22,10/19/23,1030.38,651,High
CUST10886,Elizabeth Brown,Washington,Bachelor,Female,79,No,0,9/5/22,12/19/23,131.02,590,Low
CUST10723,Ann Brown,New York,High School,Non-Binary,66,Yes,2,4/20/24,10/28/24,209.79,276,Medium
CUST10893,Jeff Miller,California,High School,Male,26,Yes,3,9/11/22,4/5/24,440.36,482,High
CUST10135,Deanna Payne,Ohio,Associate,Female,51,Yes,0,11/11/23,3/2/25,268.09,151,Medium
CUST10759,Christine Adkins,New York,Bachelor,Non-Binary,40,No,0,1/28/24,7/26/24,75.66,370,Low
CUST10708,Amber Boyer,Texas,Associate,Female,67,No,1,7/9/21,10/24/21,380.65,1376,High
CUST10468,Parker Lewis,Texas,PhD,Female,40,No,1,7/23/21,8/19/21,63.95,1442,Low
CUST10005,Cynthia Moody,Texas,Master,Female,37,Yes,0,5/17/22,9/15/23,295.4,685,Medium
CUST10578,Robert Smith,California,Master,Male,74,No,0,12/17/22,9/25/23,254.32,675,Medium
CUST10178,Ryan Diaz,Florida,Master,Female,18,Yes,3,7/3/21,9/15/21,209.24,1415,Medium
CUST10448,Charles Waters,Arizona,Bachelor,Non-Binary,43,No,2,4/26/24,5/12/25,1462.08,80,High
CUST10866,Evelyn Bartlett,Georgia,Bachelor,Female,31,Yes,2,11/19/21,6/7/22,1257.57,1150,High
CUST10867,Alexander Koch,Georgia,Bachelor,Male,53,No,4,12/10/22,5/31/24,440.41,426,High
CUST10865,Patrick Peters,Ohio,Master,Non-Binary,49,No,0,10/1/22,12/26/24,207.01,217,Medium
CUST10534,Matthew Smith,Texas,Associate,Female,76,No,1,3/23/24,4/15/24,447.67,472,High
CUST10113,Sean Mathews,Arizona,Associate,Non-Binary,65,No,1,7/17/23,8/20/23,418.61,711,High
CUST10361,Tammy Lawrence,Washington,Master,Male,48,No,4,5/27/24,12/21/24,116.85,222,Low
CUST10502,Hannah Turner,Colorado,Bachelor,Male,30,No,4,4/30/22,4/18/23,216.81,835,Medium
CUST10226,Darren Bishop,Ohio,Associate,Male,64,Yes,1,1/9/22,6/29/23,100.73,763,Low
CUST10912,Diana Clark,Florida,High School,Non-Binary,46,Yes,1,3/23/24,11/13/24,76.97,260,Low
CUST10040,Natalie Gonzales DDS,California,Associate,Non-Binary,78,Yes,0,9/20/21,11/27/21,177.18,1342,Low
CUST10948,Patricia Koch,Texas,PhD,Male,28,Yes,2,1/7/21,10/20/21,218.59,1380,Medium
CUST10055,Bethany Keller,Georgia,Associate,Female,43,Yes,3,6/8/24,10/21/24,125.86,283,Low
CUST10411,Whitney Lucas,Colorado,Associate,Non-Binary,39,No,2,9/4/22,1/18/23,499.87,925,High
CUST10115,Jon Chang,Arizona,Associate,Male,62,Yes,0,4/13/23,4/17/23,380.87,836,High
CUST10569,Brandon Castro,Illinois,Master,Non-Binary,35,Yes,2,6/29/22,3/18/25,211.62,135,Medium
CUST10774,Brad Guzman,Texas,Associate,Female,43,Yes,2,5/15/21,3/5/25,408.87,148,High
CUST10343,Laura Atkins,Arizona,Bachelor,Non-Binary,52,Yes,1,5/26/23,3/9/24,481.0,509,High
CUST10227,William Mclean,California,PhD,Female,64,Yes,0,12/20/23,8/9/24,167.21,356,Low
CUST10912,Diana Clark,Florida,High School,Non-Binary,46,Yes,1,3/23/24,10/29/24,369.95,275,Medium
CUST10959,Angela Huber,Arizona,PhD,Non-Binary,70,No,0,10/14/21,12/5/24,94.17,238,Low
CUST10917,Beth Henry,Illinois,Bachelor,Female,51,No,1,1/2/24,10/25/24,58.48,279,Low
CUST10908,Adam Ellison,Washington,High School,Female,77,Yes,1,7/12/21,1/21/25,196.9,191,Low
CUST10940,Alexandria Potter,New York,High School,Male,72,Yes,3,4/30/22,4/25/24,388.87,462,High
CUST10953,Bobby Reed,Colorado,PhD,Female,38,No,0,10/19/21,8/19/22,294.48,1077,Medium
CUST10629,Vanessa Mcmahon,Florida,Bachelor,Male,58,No,1,6/27/23,3/6/25,173.03,147,Low
CUST10966,Lauren Taylor,New York,Associate,Non-Binary,30,No,2,12/14/23,9/4/24,44.73,330,Low
CUST10381,Jeffrey Cook,Arizona,Master,Female,21,No,1,6/16/21,7/3/23,162.17,759,Low
CUST10108,Luke Mason,Florida,Bachelor,Non-Binary,64,Yes,1,10/4/23,12/2/23,274.8,607,Medium
CUST10296,Felicia Ward,New York,High School,Male,71,Yes,4,9/20/22,4/9/24,321.35,478,Medium
CUST10031,Albert Anderson,New York,High School,Non-Binary,39,No,1,1/17/22,10/22/22,363.25,1013,Medium
CUST10957,Stephanie Mills,Colorado,Associate,Non-Binary,73,Yes,1,6/2/23,7/3/25,71.39,28,Low
CUST10440,Linda Merritt,Colorado,Master,Non-Binary,40,Yes,1,4/19/22,3/2/23,338.81,882,Medium
CUST10471,Brian Mullins,Arizona,PhD,Female,77,Yes,1,9/18/20,6/24/22,561.23,1133,High
CUST10486,James Wells,Georgia,Master,Female,21,Yes,4,11/20/23,8/7/24,432.46,358,High
CUST10686,Dennis Kane,Washington,PhD,Female,75,No,3,8/24/23,1/4/25,424.23,208,High
CUST10969,Victor Johnson,Texas,PhD,Non-Binary,56,Yes,4,3/11/22,12/1/22,120.0,973,Low
CUST10959,Angela Huber,Arizona,PhD,Non-Binary,70,No,0,10/14/21,3/5/22,417.47,1244,High
CUST10838,Derek Salinas,Ohio,Associate,Non-Binary,62,Yes,1,12/6/21,7/20/24,722.65,376,High
CUST10087,Tina Singh,Arizona,Bachelor,Male,44,No,1,10/28/23,2/6/25,116.24,175,Low
CUST10938,John Price,California,PhD,Male,44,No,2,8/31/20,10/3/24,193.34,301,Low
CUST10560,April Richardson,Florida,Master,Female,28,No,0,9/12/21,3/30/25,256.96,123,Medium
CUST10395,Mary Mcneil,Ohio,Bachelor,Male,33,No,0,8/6/22,3/22/25,298.51,131,Medium
CUST10247,Lawrence Garcia,New York,Bachelor,Male,72,No,1,12/31/21,3/23/23,244.8,861,Medium
CUST10278,Brenda Conway,Arizona,Bachelor,Non-Binary,55,Yes,1,12/16/22,11/8/23,137.19,631,Low
CUST10587,John Clark,New York,Master,Female,53,Yes,3,4/5/22,10/5/24,110.92,299,Low
CUST10642,Alyssa King,Colorado,Associate,Female,71,Yes,3,1/4/23,1/18/23,412.63,925,High
CUST10453,Christian Villanueva,California,Master,Non-Binary,33,No,2,2/23/23,2/17/24,428.8,530,High
CUST10628,Joseph Mcbride,Ohio,Master,Non-Binary,66,Yes,3,1/27/24,3/25/24,158.5,493,Low
CUST10193,Willie Riley,Texas,PhD,Non-Binary,46,Yes,1,8/19/23,12/1/24,168.38,242,Low
CUST10334,Luis Davies,Arizona,Bachelor,Non-Binary,68,No,1,6/26/24,6/24/25,240.52,37,Medium
CUST10664,Kathleen Bailey,California,High School,Male,25,No,2,12/6/22,4/4/24,1685.46,483,High
CUST10914,Austin Sweeney,Ohio,Master,Non-Binary,56,Yes,2,9/22/20,9/29/22,691.15,1036,High
CUST10842,Jordan Wilson,New York,Bachelor,Male,77,No,1,6/5/24,8/12/24,214.92,353,Medium
CUST10795,Jamie Gardner,Washington,Associate,Female,47,No,1,11/12/20,10/1/23,323.67,669,Medium
CUST10431,Daniel Fernandez,California,Associate,Female,36,Yes,0,7/4/21,6/15/24,724.99,411,High
CUST10027,Douglas Rowland,Texas,Bachelor,Male,46,Yes,2,4/29/21,1/2/24,573.19,576,High
CUST10482,Mark Clark,Arizona,Bachelor,Male,39,No,1,8/15/20,3/5/24,245.95,513,Medium
CUST10167,Grant Gonzales,Ohio,Bachelor,Female,53,Yes,2,2/25/23,2/16/24,316.22,531,Medium
CUST10219,Karen Johns,Texas,High School,Female,28,Yes,1,12/6/21,5/23/25,706.79,69,High
CUST10116,Ellen Alexander,Colorado,High School,Male,37,Yes,1,11/14/20,7/28/21,420.03,1464,High
CUST10303,Antonio Sanchez,Colorado,Associate,Male,26,Yes,2,11/7/22,11/17/23,318.26,622,Medium
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,8/17/20,6/9/25,665.91,52,High
CUST10299,Nancy Wu,Arizona,Master,Female,72,No,2,5/9/21,7/26/21,183.67,1466,Low
CUST10855,Samantha Burns,Florida,Bachelor,Female,79,No,2,10/18/20,1/24/21,190.92,1649,Low
CUST10633,Cole Ward,Colorado,Master,Non-Binary,67,Yes,0,11/4/23,7/1/25,370.89,30,Medium
CUST10677,Tony Johnson,Georgia,Master,Male,26,Yes,3,10/29/22,4/22/24,381.07,465,High
CUST10813,Brandon Santiago,Arizona,Master,Non-Binary,42,No,0,1/27/23,7/30/24,500.18,366,High
CUST10981,Olivia Smith,Arizona,Associate,Male,25,Yes,1,3/20/24,4/30/25,193.25,92,Low
CUST10870,Joshua Anthony,Illinois,Master,Non-Binary,33,Yes,0,3/17/23,6/24/24,393.77,402,High
CUST10845,Jennifer Khan,Washington,PhD,Female,78,Yes,1,10/27/23,11/21/23,249.3,618,Medium
CUST10447,Emily Conner,Florida,High School,Male,76,No,2,6/14/22,9/20/24,441.14,314,High
CUST10758,Nicolas Cruz,Illinois,Master,Male,66,No,1,2/25/22,7/27/23,193.34,735,Low
CUST10841,Stephen Cooke,Texas,PhD,Female,55,Yes,2,5/25/22,7/6/24,539.48,390,High
CUST10733,Jean Reed,Florida,Associate,Male,68,Yes,4,7/27/23,3/13/24,343.37,505,Medium
CUST10522,Sean Williams,New York,Associate,Non-Binary,73,No,1,7/21/23,8/16/23,153.31,715,Low
CUST10773,Leslie Park PhD,Colorado,PhD,Female,41,No,2,9/26/23,11/12/23,382.65,627,High
CUST10308,John Bell,Georgia,Master,Female,69,No,1,8/3/20,1/20/25,375.57,192,Medium
CUST10294,Connor Young,New York,High School,Male,66,Yes,1,6/1/21,9/28/22,432.23,1037,High
CUST10705,Sarah Hodge,California,Bachelor,Female,25,No,2,10/7/23,3/17/25,233.64,136,Medium
CUST10958,Brandon Moore,Ohio,Associate,Female,31,No,3,5/19/22,8/13/23,222.68,718,Medium
CUST10216,Kimberly Parker,Arizona,Associate,Non-Binary,41,Yes,2,11/27/22,5/2/23,361.83,821,Medium
CUST10528,Mr. Gary Graham DDS,Georgia,Master,Male,35,Yes,0,3/4/24,8/17/24,733.99,348,High
CUST10827,Christopher Daniels,Illinois,PhD,Male,64,Yes,1,7/18/21,1/14/25,337.26,198,Medium
CUST10467,Kaitlyn Hudson,New York,PhD,Female,55,No,2,7/11/22,8/14/23,454.94,717,High
CUST10237,Tracy Salazar,California,PhD,Male,58,No,4,6/30/22,12/25/22,191.81,949,Low
CUST10198,Joseph Wilson,Florida,Associate,Male,38,No,0,10/6/20,8/20/24,274.5,345,Medium
CUST10326,Melissa Price,Texas,Bachelor,Non-Binary,65,No,2,9/11/20,3/8/21,94.0,1606,Low
CUST10484,Jason Richardson,Texas,PhD,Female,52,Yes,1,2/6/22,12/10/24,376.15,233,Medium
CUST10843,Matthew Thompson,Ohio,High School,Non-Binary,56,No,2,3/28/24,9/11/24,472.85,323,High
CUST10379,Angela Johnson,Georgia,Associate,Female,44,Yes,0,3/29/23,9/10/23,245.54,690,Medium
CUST10076,Roberto Lewis,Colorado,Bachelor,Female,79,No,1,2/11/23,11/6/23,390.08,633,High
CUST10539,Richard Price,Texas,Associate,Female,19,Yes,2,1/4/21,2/28/25,289.38,153,Medium
CUST10122,Brandy Robertson,Florida,PhD,Female,76,No,2,9/19/21,10/22/23,328.32,648,Medium
CUST10424,John Anderson,Washington,Associate,Non-Binary,18,No,0,4/24/24,11/2/24,1172.75,271,High
CUST10449,John Lloyd,Arizona,Master,Non-Binary,31,Yes,0,7/3/22,7/23/22,535.96,1104,High
CUST10651,Joanna Sullivan,Georgia,Master,Female,61,No,1,3/8/22,9/2/23,722.21,698,High
CUST10553,Matthew Levy,Ohio,Master,Male,28,No,2,12/2/22,7/15/23,451.04,747,High
CUST10675,Benjamin Daniel,Washington,Bachelor,Non-Binary,19,No,0,10/13/22,3/24/25,245.56,129,Medium
CUST10416,Robin Baker,California,Associate,Female,40,Yes,1,7/10/23,3/13/25,248.26,140,Medium
CUST10862,James Blake,Texas,Associate,Non-Binary,26,No,0,3/20/21,12/12/23,299.15,597,Medium
CUST10930,Anthony Neal,Texas,High School,Non-Binary,64,Yes,0,3/24/23,4/18/25,23.94,104,Low
CUST10744,Robert Kelly,Florida,Associate,Non-Binary,78,Yes,2,9/24/23,12/23/24,739.18,220,High
CUST10017,Kenneth Ferguson,Florida,High School,Male,74,No,1,7/25/23,7/28/24,405.49,368,High
CUST10277,Jason Terry,Washington,Master,Male,60,Yes,0,11/8/20,1/16/24,180.98,562,Low
CUST10799,Dwayne Harper,Arizona,PhD,Female,19,Yes,2,6/2/22,1/8/25,605.68,204,High
CUST10860,Evelyn Li,Colorado,Master,Non-Binary,45,Yes,2,7/18/22,2/9/25,600.49,172,High
CUST10021,Kimberly Hester,Ohio,Associate,Male,35,Yes,0,3/3/21,7/8/25,285.36,23,Medium
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,8/17/20,7/29/23,248.79,733,Medium
CUST10861,Angela Johnson,California,High School,Non-Binary,32,No,0,11/16/23,2/23/24,153.59,524,Low
CUST10301,Chloe Morrison,Florida,Master,Female,23,Yes,3,6/18/21,7/6/25,155.89,25,Low
CUST10784,Connie Page,Georgia,High School,Female,51,No,0,10/30/23,8/14/24,436.75,351,High
CUST10430,Sandra King,Texas,Bachelor,Non-Binary,46,No,0,10/24/21,5/22/22,573.58,1166,High
CUST10011,Ian Baker,Florida,Master,Non-Binary,64,No,3,1/23/24,6/11/25,233.45,50,Medium
CUST10734,Christine Baker,Ohio,Associate,Female,34,Yes,3,8/5/22,3/9/25,49.4,144,Low
CUST10716,John Lopez,Georgia,High School,Non-Binary,79,No,0,12/29/20,5/8/23,94.66,815,Low
CUST10719,Christopher Williams,Ohio,High School,Female,49,Yes,2,9/14/23,7/25/25,469.36,6,High
CUST10161,Barbara Jones,Ohio,High School,Male,54,Yes,1,4/21/24,12/31/24,281.12,212,Medium
CUST10533,Sara Mccullough,Washington,Master,Male,28,Yes,3,8/27/20,2/4/23,268.47,908,Medium
CUST10021,Kimberly Hester,Ohio,Associate,Male,35,Yes,0,3/3/21,12/28/21,429.74,1311,High
CUST10828,Dr. Malik Zamora,Illinois,High School,Male,64,No,4,6/25/21,8/11/24,145.77,354,Low
CUST10862,James Blake,Texas,Associate,Non-Binary,26,No,0,3/20/21,1/9/22,42.85,1299,Low
CUST10014,Matthew Alvarez,Texas,High School,Non-Binary,40,No,2,9/12/22,7/19/25,188.54,12,Low
CUST10959,Angela Huber,Arizona,PhD,Non-Binary,70,No,0,10/14/21,11/15/23,90.81,624,Low
CUST10641,Joshua Mccormick,Texas,PhD,Male,52,No,3,12/15/22,3/26/25,307.06,127,Medium
CUST10611,John Walsh,New York,Master,Male,74,No,2,5/15/21,6/16/22,234.2,1141,Medium
CUST10079,Amber Moreno,Florida,Bachelor,Male,46,No,3,8/11/23,5/7/25,295.0,85,Medium
CUST10874,Shannon Clayton,Arizona,PhD,Female,53,No,2,9/11/22,6/12/23,136.06,780,Low
CUST10690,Leah Moore,Arizona,Bachelor,Non-Binary,24,Yes,1,7/24/21,5/16/24,121.95,441,Low
CUST10655,Tammy Stevens,Illinois,PhD,Female,80,No,0,3/10/22,3/24/23,504.08,860,High
CUST10566,Renee Reed,Florida,Associate,Female,54,No,1,9/18/23,5/20/25,161.34,72,Low
CUST10837,Michael Navarro,California,Bachelor,Female,70,Yes,3,6/4/22,3/6/24,142.27,512,Low
CUST10427,Jesse Robinson,Washington,Master,Male,75,No,0,2/14/22,8/21/23,340.84,710,Medium
CUST10358,Scott Finley,Ohio,High School,Male,21,Yes,2,10/31/21,8/16/24,737.64,349,High
CUST10447,Emily Conner,Florida,High School,Male,76,No,2,6/14/22,6/11/25,532.33,50,High
CUST10688,Christine Martinez,New York,Associate,Male,54,Yes,1,2/24/24,6/14/24,292.31,412,Medium
CUST10906,Kenneth Smith,California,High School,Male,68,Yes,1,5/2/22,3/28/24,68.48,490,Low
CUST10200,Nicole Maynard,Texas,Bachelor,Female,51,Yes,1,8/30/21,3/14/24,147.08,504,Low
CUST10917,Beth Henry,Illinois,Bachelor,Female,51,No,1,1/2/24,1/23/24,239.78,555,Medium
CUST10752,Paula Ross,Washington,Bachelor,Non-Binary,46,Yes,2,4/4/21,5/11/25,495.52,81,High
CUST10475,Natalie Mitchell,California,Master,Non-Binary,24,No,2,11/6/22,1/13/25,353.2,199,Medium
CUST10928,Jessica Pierce,Texas,Associate,Male,42,No,0,10/21/22,9/29/24,190.97,305,Low
CUST10085,Carmen Jones,Washington,Master,Non-Binary,27,Yes,2,11/30/23,5/18/24,251.4,439,Medium
CUST10272,Ray Lopez,Arizona,Master,Female,24,No,2,10/23/22,2/19/25,100.51,162,Low
CUST10530,Dana Smith,New York,High School,Female,41,Yes,2,1/12/24,5/16/25,633.26,76,High
CUST10623,Dennis Howell,Georgia,PhD,Male,77,No,2,1/6/24,1/10/24,451.56,568,High
CUST10148,Erin Mason,Florida,PhD,Male,37,Yes,2,11/28/20,12/28/24,439.49,215,High
CUST10148,Erin Mason,Florida,PhD,Male,37,Yes,2,11/28/20,6/1/21,261.8,1521,Medium
CUST10278,Brenda Conway,Arizona,Bachelor,Non-Binary,55,Yes,1,12/16/22,4/27/25,87.58,95,Low
CUST10083,Marc Olson,Florida,Associate,Non-Binary,73,No,2,11/17/22,12/8/22,235.61,966,Medium
CUST10052,William Kemp,Arizona,PhD,Female,72,Yes,1,8/15/23,11/23/24,145.85,250,Low
CUST10298,Benjamin Ramirez,Georgia,Bachelor,Non-Binary,30,No,1,7/3/24,12/21/24,179.05,222,Low
CUST10450,Denise Ray,Florida,Associate,Non-Binary,43,Yes,2,11/13/23,2/11/25,407.5,170,High
CUST10119,Kenneth Ponce,Ohio,High School,Male,38,No,0,10/28/20,3/1/21,1488.35,1613,High
CUST10946,Amber Shaw,Illinois,PhD,Male,29,No,0,9/8/22,3/13/23,89.45,871,Low
CUST10104,Jamie Rose,Florida,High School,Male,51,Yes,3,1/30/24,2/12/25,676.16,169,High
CUST10856,Julie Henry,Georgia,High School,Female,25,No,2,12/3/23,2/17/24,55.76,530,Low
CUST10662,Pamela Mckinney,Colorado,High School,Non-Binary,20,Yes,2,2/10/24,4/24/24,231.03,463,Medium
CUST10743,Tamara Miller,Georgia,Master,Male,78,Yes,1,7/17/23,3/15/25,177.6,138,Low
CUST10064,Chris Martin,Georgia,Associate,Male,53,Yes,3,6/12/22,7/4/23,1092.24,758,High
CUST10525,Michelle Campbell,Colorado,PhD,Female,72,Yes,1,10/4/21,11/27/22,299.04,977,Medium
CUST10667,David Martinez,Arizona,Master,Female,63,No,0,7/14/21,6/24/24,184.75,402,Low
CUST10812,Alison Stanley,New York,Master,Non-Binary,45,No,2,2/15/21,4/30/24,491.08,457,High
CUST10021,Kimberly Hester,Ohio,Associate,Male,35,Yes,0,3/3/21,7/13/25,348.62,18,Medium
CUST10981,Olivia Smith,Arizona,Associate,Male,25,Yes,1,3/20/24,9/19/24,245.95,315,Medium
CUST10213,Vicki Massey,Arizona,PhD,Non-Binary,25,No,0,8/12/22,4/16/25,427.64,106,High
CUST10582,Adrian Henry,Texas,Master,Non-Binary,26,No,2,12/14/21,12/17/23,25.54,592,Low
CUST10120,Robert Gray,Colorado,Master,Male,77,No,2,7/11/21,7/14/21,233.21,1478,Medium
CUST10167,Grant Gonzales,Ohio,Bachelor,Female,53,Yes,2,2/25/23,6/22/23,362.79,770,Medium
CUST10010,Joseph Reed,Florida,High School,Female,29,No,0,9/1/20,12/17/23,266.23,592,Medium
CUST10355,Wendy Diaz,Ohio,High School,Male,22,Yes,2,6/5/22,12/9/23,203.88,600,Medium
CUST10622,Andre Dennis,Illinois,Bachelor,Male,34,Yes,0,9/17/22,9/6/24,237.81,328,Medium
CUST10330,Jeffrey Wells,Georgia,Bachelor,Male,63,Yes,1,9/8/23,6/14/24,194.32,412,Low
CUST10824,Megan Perry,Illinois,High School,Non-Binary,74,Yes,2,9/11/20,6/12/21,438.17,1510,High
CUST10847,Rebecca Mitchell,Illinois,Bachelor,Non-Binary,42,Yes,2,10/22/22,8/29/23,389.84,702,High
CUST10674,Robert Turner,Ohio,Associate,Female,78,No,1,10/6/21,2/19/25,229.28,162,Medium
CUST10771,Matthew Ochoa,Texas,High School,Female,20,No,0,10/20/20,7/11/23,89.55,751,Low
CUST10386,Courtney Nelson,New York,High School,Male,71,No,2,9/20/20,2/2/25,151.2,179,Low
CUST10371,Deborah Gibson,Washington,PhD,Female,35,No,2,9/24/23,2/9/24,353.29,538,Medium
CUST10328,Ariel Love,California,Master,Female,79,No,0,7/24/24,3/3/25,580.89,150,High
CUST10492,Frank Wyatt,New York,PhD,Non-Binary,55,No,3,11/21/22,3/22/24,660.12,496,High
CUST10542,Catherine Haynes,Texas,PhD,Female,18,No,0,10/17/23,9/21/24,148.97,313,Low
CUST10474,John Graham,Washington,Bachelor,Female,73,No,2,2/6/23,7/27/25,204.21,4,Medium
CUST10717,Ashley Lee,New York,Master,Female,76,Yes,0,6/25/24,4/13/25,235.55,109,Medium
CUST10929,John Brown,Arizona,PhD,Non-Binary,31,Yes,0,8/6/23,1/9/24,328.58,569,Medium
CUST10833,Steven Burns,Georgia,PhD,Female,60,No,1,8/24/23,6/29/24,303.82,397,Medium
CUST10330,Jeffrey Wells,Georgia,Bachelor,Male,63,Yes,1,9/8/23,11/11/23,95.03,628,Low
CUST10223,Mr. Jason Jones,Washington,High School,Female,20,No,1,12/3/20,7/7/25,462.18,24,High
CUST10593,Phillip Padilla,Arizona,High School,Female,55,No,0,12/8/20,9/9/22,166.28,1056,Low
CUST10059,Amy Davis,Georgia,PhD,Male,21,Yes,2,10/20/21,11/12/21,932.68,1357,High
CUST10639,Mike Crawford,Colorado,PhD,Male,42,Yes,1,7/2/24,5/3/25,154.02,89,Low
CUST10393,Marie Wells,Georgia,Bachelor,Female,35,No,0,1/27/21,9/22/23,509.74,678,High
CUST10396,Jessica Wang,Florida,PhD,Male,29,No,2,3/29/21,6/24/24,953.91,402,High
CUST10801,Tyler Peterson,Ohio,Bachelor,Non-Binary,53,No,3,10/28/23,5/25/25,157.72,67,Low
CUST10283,Adam Davis,Illinois,High School,Male,51,No,0,6/13/22,1/2/23,382.21,941,High
CUST10532,Lee Miller,California,High School,Non-Binary,61,No,0,12/28/21,8/17/24,143.14,348,Low
CUST10585,Monica Lawson,Colorado,Master,Male,57,No,1,10/18/20,6/7/25,58.39,54,Low
CUST10474,John Graham,Washington,Bachelor,Female,73,No,2,2/6/23,11/14/24,191.07,259,Low
CUST10582,Adrian Henry,Texas,Master,Non-Binary,26,No,2,12/14/21,5/2/24,168.78,455,Low
CUST10265,Richard Sims,Arizona,Master,Male,50,No,4,12/8/22,8/12/24,120.96,353,Low
CUST10579,Johnathan Berry,Georgia,Associate,Female,78,Yes,1,5/7/22,3/4/23,631.13,880,High
CUST10769,Jason Morales,California,Master,Non-Binary,48,No,1,11/4/22,4/15/23,113.64,838,Low
CUST10281,Kayla Estes,Washington,Master,Non-Binary,76,Yes,2,7/10/24,11/19/24,184.98,254,Low
CUST10325,Valerie Shelton,New York,Associate,Male,21,No,0,3/17/22,10/16/23,357.67,654,Medium
CUST10588,Joanna Howe,Washington,Bachelor,Non-Binary,47,No,1,8/13/23,12/24/24,225.41,219,Medium
CUST10794,Whitney Nichols,Georgia,Bachelor,Female,43,No,1,3/7/21,11/5/21,272.7,1364,Medium
CUST10204,Jacob Perkins,Colorado,Bachelor,Male,47,Yes,3,4/26/23,1/2/25,381.14,210,High
CUST10374,Jennifer Jones,Arizona,Master,Non-Binary,40,No,2,7/22/21,11/23/24,806.85,250,High
CUST10083,Marc Olson,Florida,Associate,Non-Binary,73,No,2,11/17/22,3/10/24,373.52,508,Medium
CUST10059,Amy Davis,Georgia,PhD,Male,21,Yes,2,10/20/21,8/5/24,287.03,360,Medium
CUST10549,Brett Campbell,Colorado,Master,Male,22,No,3,11/1/20,12/8/23,86.33,601,Low
CUST10366,Sherri Webster,California,Bachelor,Male,80,Yes,2,5/29/22,1/31/25,48.46,181,Low
CUST10776,Christopher Smith,Washington,Master,Male,60,Yes,0,5/3/24,8/15/24,187.14,350,Low
CUST10342,Melissa Johnston,Arizona,Bachelor,Female,80,No,0,9/10/21,11/23/23,235.78,616,Medium
CUST10399,Dr. Ryan Coleman,Texas,High School,Non-Binary,37,Yes,1,11/24/20,3/14/25,141.17,139,Low
CUST10236,Tonya Brady,Texas,High School,Female,77,Yes,1,12/24/23,1/18/24,369.48,560,Medium
CUST10957,Stephanie Mills,Colorado,Associate,Non-Binary,73,Yes,1,6/2/23,4/14/24,222.89,473,Medium
CUST10847,Rebecca Mitchell,Illinois,Bachelor,Non-Binary,42,Yes,2,10/22/22,10/15/24,328.3,289,Medium
CUST10713,Charles Travis,New York,PhD,Male,23,No,3,10/8/23,3/6/24,138.42,512,Low
CUST10022,Chris Collins,Georgia,PhD,Female,59,Yes,2,3/4/22,2/5/23,264.9,907,Medium
CUST10285,Miranda Stone,Arizona,Associate,Female,45,No,2,9/9/23,5/22/24,388.49,435,High
CUST10433,Shannon Simpson,Georgia,PhD,Female,30,Yes,1,10/21/20,7/4/23,295.75,758,Medium
CUST10763,Melissa Harrison,Arizona,Bachelor,Non-Binary,64,No,0,10/3/23,12/23/23,104.08,586,Low
CUST10298,Benjamin Ramirez,Georgia,Bachelor,Non-Binary,30,No,1,7/3/24,4/11/25,673.56,111,High
CUST10708,Amber Boyer,Texas,Associate,Female,67,No,1,7/9/21,1/28/24,295.88,550,Medium
CUST10228,Victor Johnston DDS,Colorado,High School,Male,47,No,4,10/7/22,9/12/24,447.55,322,High
CUST10130,Eric Nelson,Ohio,Bachelor,Female,44,Yes,1,1/19/22,8/4/24,168.43,361,Low
CUST10367,Daniel Thompson,Illinois,High School,Male,38,No,3,3/26/23,1/8/25,332.7,204,Medium
CUST10070,Veronica Horn,Florida,Master,Female,80,No,0,10/24/20,2/13/24,345.8,534,Medium
CUST10916,Morgan Smith,Texas,Associate,Non-Binary,74,No,3,3/6/21,8/7/21,268.11,1454,Medium
CUST10290,Pamela Richardson,Texas,Master,Male,68,Yes,1,11/20/20,9/18/23,120.16,682,Low
CUST10962,Richard Rogers,Colorado,Associate,Female,26,No,0,5/8/24,1/10/25,602.77,202,High
CUST10098,Madeline Gamble,Washington,Bachelor,Male,40,Yes,2,4/1/24,7/19/24,104.6,377,Low
CUST10293,Susan Davis,Illinois,Master,Male,45,Yes,2,9/22/21,10/13/22,416.06,1022,High
